WKT
"POLYGON ((-73.745 41.440140584856017,-73.74466666651125 41.440717935394403,-73.743999999533756 41.440717935394403,-73.743666666045002 41.440140584856017,-73.743999999533756 41.439563234317639,-73.74466666651125 41.439563234317639,-73.745 41.440140584856017))"
"POLYGON ((-73.745 41.441295285932782,-73.74466666651125 41.44187263647116,-73.743999999533756 41.44187263647116,-73.743666666045002 41.441295285932782,-73.743999999533756 41.440717935394403,-73.74466666651125 41.440717935394403,-73.745 41.441295285932782))"
"POLYGON ((-73.745 41.442449987009539,-73.74466666651125 41.443027337547917,-73.743999999533756 41.443027337547917,-73.743666666045002 41.442449987009539,-73.743999999533756 41.44187263647116,-73.74466666651125 41.44187263647116,-73.745 41.442449987009539))"
"POLYGON ((-73.745 41.443604688086303,-73.74466666651125 41.444182038624682,-73.743999999533756 41.444182038624682,-73.743666666045002 41.443604688086303,-73.743999999533756 41.443027337547917,-73.74466666651125 41.443027337547917,-73.745 41.443604688086303))"
"POLYGON ((-73.745 41.44475938916306,-73.74466666651125 41.445336739701439,-73.743999999533756 41.445336739701439,-73.743666666045002 41.44475938916306,-73.743999999533756 41.444182038624682,-73.74466666651125 41.444182038624682,-73.745 41.44475938916306))"
"POLYGON ((-73.745 41.445914090239818,-73.74466666651125 41.446491440778203,-73.743999999533756 41.446491440778203,-73.743666666045002 41.445914090239818,-73.743999999533756 41.445336739701439,-73.74466666651125 41.445336739701439,-73.745 41.445914090239818))"
"POLYGON ((-73.745 41.447068791316582,-73.74466666651125 41.44764614185496,-73.743999999533756 41.44764614185496,-73.743666666045002 41.447068791316582,-73.743999999533756 41.446491440778203,-73.74466666651125 41.446491440778203,-73.745 41.447068791316582))"
"POLYGON ((-73.745 41.448223492393339,-73.74466666651125 41.448800842931718,-73.743999999533756 41.448800842931718,-73.743666666045002 41.448223492393339,-73.743999999533756 41.44764614185496,-73.74466666651125 41.44764614185496,-73.745 41.448223492393339))"
"POLYGON ((-73.745 41.449378193470103,-73.74466666651125 41.449955544008482,-73.743999999533756 41.449955544008482,-73.743666666045002 41.449378193470103,-73.743999999533756 41.448800842931718,-73.74466666651125 41.448800842931718,-73.745 41.449378193470103))"
"POLYGON ((-73.745 41.450532894546861,-73.74466666651125 41.451110245085239,-73.743999999533756 41.451110245085239,-73.743666666045002 41.450532894546861,-73.743999999533756 41.449955544008482,-73.74466666651125 41.449955544008482,-73.745 41.450532894546861))"
"POLYGON ((-73.745 41.451687595623618,-73.74466666651125 41.452264946162003,-73.743999999533756 41.452264946162003,-73.743666666045002 41.451687595623618,-73.743999999533756 41.451110245085239,-73.74466666651125 41.451110245085239,-73.745 41.451687595623618))"
"POLYGON ((-73.745 41.452842296700382,-73.74466666651125 41.453419647238761,-73.743999999533756 41.453419647238761,-73.743666666045002 41.452842296700382,-73.743999999533756 41.452264946162003,-73.74466666651125 41.452264946162003,-73.745 41.452842296700382))"
"POLYGON ((-73.745 41.453996997777139,-73.74466666651125 41.454574348315518,-73.743999999533756 41.454574348315518,-73.743666666045002 41.453996997777139,-73.743999999533756 41.453419647238761,-73.74466666651125 41.453419647238761,-73.745 41.453996997777139))"
"POLYGON ((-73.745 41.455151698853903,-73.74466666651125 41.455729049392282,-73.743999999533756 41.455729049392282,-73.743666666045002 41.455151698853903,-73.743999999533756 41.454574348315518,-73.74466666651125 41.454574348315518,-73.745 41.455151698853903))"
"POLYGON ((-73.745 41.456306399930661,-73.74466666651125 41.456883750469039,-73.743999999533756 41.456883750469039,-73.743666666045002 41.456306399930661,-73.743999999533756 41.455729049392282,-73.74466666651125 41.455729049392282,-73.745 41.456306399930661))"
"POLYGON ((-73.745 41.457461101007418,-73.74466666651125 41.458038451545804,-73.743999999533756 41.458038451545804,-73.743666666045002 41.457461101007418,-73.743999999533756 41.456883750469039,-73.74466666651125 41.456883750469039,-73.745 41.457461101007418))"
"POLYGON ((-73.745 41.458615802084182,-73.74466666651125 41.459193152622561,-73.743999999533756 41.459193152622561,-73.743666666045002 41.458615802084182,-73.743999999533756 41.458038451545804,-73.74466666651125 41.458038451545804,-73.745 41.458615802084182))"
"POLYGON ((-73.745 41.459770503160939,-73.74466666651125 41.460347853699318,-73.743999999533756 41.460347853699318,-73.743666666045002 41.459770503160939,-73.743999999533756 41.459193152622561,-73.74466666651125 41.459193152622561,-73.745 41.459770503160939))"
"POLYGON ((-73.745 41.460925204237704,-73.74466666651125 41.461502554776082,-73.743999999533756 41.461502554776082,-73.743666666045002 41.460925204237704,-73.743999999533756 41.460347853699318,-73.74466666651125 41.460347853699318,-73.745 41.460925204237704))"
"POLYGON ((-73.745 41.462079905314461,-73.74466666651125 41.462657255852839,-73.743999999533756 41.462657255852839,-73.743666666045002 41.462079905314461,-73.743999999533756 41.461502554776082,-73.74466666651125 41.461502554776082,-73.745 41.462079905314461))"
"POLYGON ((-73.745 41.463234606391218,-73.74466666651125 41.463811956929604,-73.743999999533756 41.463811956929604,-73.743666666045002 41.463234606391218,-73.743999999533756 41.462657255852839,-73.74466666651125 41.462657255852839,-73.745 41.463234606391218))"
"POLYGON ((-73.745 41.464389307467982,-73.74466666651125 41.464966658006361,-73.743999999533756 41.464966658006361,-73.743666666045002 41.464389307467982,-73.743999999533756 41.463811956929604,-73.74466666651125 41.463811956929604,-73.745 41.464389307467982))"
"POLYGON ((-73.745 41.46554400854474,-73.74466666651125 41.466121359083118,-73.743999999533756 41.466121359083118,-73.743666666045002 41.46554400854474,-73.743999999533756 41.464966658006361,-73.74466666651125 41.464966658006361,-73.745 41.46554400854474))"
"POLYGON ((-73.745 41.466698709621504,-73.74466666651125 41.467276060159882,-73.743999999533756 41.467276060159882,-73.743666666045002 41.466698709621504,-73.743999999533756 41.466121359083118,-73.74466666651125 41.466121359083118,-73.745 41.466698709621504))"
"POLYGON ((-73.745 41.467853410698261,-73.74466666651125 41.46843076123664,-73.743999999533756 41.46843076123664,-73.743666666045002 41.467853410698261,-73.743999999533756 41.467276060159882,-73.74466666651125 41.467276060159882,-73.745 41.467853410698261))"
"POLYGON ((-73.745 41.469008111775018,-73.74466666651125 41.469585462313404,-73.743999999533756 41.469585462313404,-73.743666666045002 41.469008111775018,-73.743999999533756 41.46843076123664,-73.74466666651125 41.46843076123664,-73.745 41.469008111775018))"
"POLYGON ((-73.745 41.470162812851783,-73.74466666651125 41.470740163390161,-73.743999999533756 41.470740163390161,-73.743666666045002 41.470162812851783,-73.743999999533756 41.469585462313404,-73.74466666651125 41.469585462313404,-73.745 41.470162812851783))"
"POLYGON ((-73.745 41.47131751392854,-73.74466666651125 41.471894864466918,-73.743999999533756 41.471894864466918,-73.743666666045002 41.47131751392854,-73.743999999533756 41.470740163390161,-73.74466666651125 41.470740163390161,-73.745 41.47131751392854))"
"POLYGON ((-73.745 41.472472215005304,-73.74466666651125 41.473049565543683,-73.743999999533756 41.473049565543683,-73.743666666045002 41.472472215005304,-73.743999999533756 41.471894864466918,-73.74466666651125 41.471894864466918,-73.745 41.472472215005304))"
"POLYGON ((-73.745 41.473626916082061,-73.74466666651125 41.47420426662044,-73.743999999533756 41.47420426662044,-73.743666666045002 41.473626916082061,-73.743999999533756 41.473049565543683,-73.74466666651125 41.473049565543683,-73.745 41.473626916082061))"
"POLYGON ((-73.745 41.474781617158818,-73.74466666651125 41.475358967697204,-73.743999999533756 41.475358967697204,-73.743666666045002 41.474781617158818,-73.743999999533756 41.47420426662044,-73.74466666651125 41.47420426662044,-73.745 41.474781617158818))"
"POLYGON ((-73.745 41.475936318235583,-73.74466666651125 41.476513668773961,-73.743999999533756 41.476513668773961,-73.743666666045002 41.475936318235583,-73.743999999533756 41.475358967697204,-73.74466666651125 41.475358967697204,-73.745 41.475936318235583))"
"POLYGON ((-73.745 41.47709101931234,-73.74466666651125 41.477668369850718,-73.743999999533756 41.477668369850718,-73.743666666045002 41.47709101931234,-73.743999999533756 41.476513668773961,-73.74466666651125 41.476513668773961,-73.745 41.47709101931234))"
"POLYGON ((-73.745 41.478245720389097,-73.74466666651125 41.478823070927483,-73.743999999533756 41.478823070927483,-73.743666666045002 41.478245720389097,-73.743999999533756 41.477668369850718,-73.74466666651125 41.477668369850718,-73.745 41.478245720389097))"
"POLYGON ((-73.745 41.479400421465861,-73.74466666651125 41.47997777200424,-73.743999999533756 41.47997777200424,-73.743666666045002 41.479400421465861,-73.743999999533756 41.478823070927483,-73.74466666651125 41.478823070927483,-73.745 41.479400421465861))"
"POLYGON ((-73.745 41.480555122542619,-73.74466666651125 41.481132473080997,-73.743999999533756 41.481132473080997,-73.743666666045002 41.480555122542619,-73.743999999533756 41.47997777200424,-73.74466666651125 41.47997777200424,-73.745 41.480555122542619))"
"POLYGON ((-73.745 41.481709823619383,-73.74466666651125 41.482287174157761,-73.743999999533756 41.482287174157761,-73.743666666045002 41.481709823619383,-73.743999999533756 41.481132473080997,-73.74466666651125 41.481132473080997,-73.745 41.481709823619383))"
"POLYGON ((-73.745 41.48286452469614,-73.74466666651125 41.483441875234519,-73.743999999533756 41.483441875234519,-73.743666666045002 41.48286452469614,-73.743999999533756 41.482287174157761,-73.74466666651125 41.482287174157761,-73.745 41.48286452469614))"
"POLYGON ((-73.745 41.484019225772897,-73.74466666651125 41.484596576311283,-73.743999999533756 41.484596576311283,-73.743666666045002 41.484019225772897,-73.743999999533756 41.483441875234519,-73.74466666651125 41.483441875234519,-73.745 41.484019225772897))"
"POLYGON ((-73.745 41.485173926849662,-73.74466666651125 41.48575127738804,-73.743999999533756 41.48575127738804,-73.743666666045002 41.485173926849662,-73.743999999533756 41.484596576311283,-73.74466666651125 41.484596576311283,-73.745 41.485173926849662))"
"POLYGON ((-73.745 41.486328627926419,-73.74466666651125 41.486905978464797,-73.743999999533756 41.486905978464797,-73.743666666045002 41.486328627926419,-73.743999999533756 41.48575127738804,-73.74466666651125 41.48575127738804,-73.745 41.486328627926419))"
"POLYGON ((-73.745 41.487483329003183,-73.74466666651125 41.488060679541562,-73.743999999533756 41.488060679541562,-73.743666666045002 41.487483329003183,-73.743999999533756 41.486905978464797,-73.74466666651125 41.486905978464797,-73.745 41.487483329003183))"
"POLYGON ((-73.745 41.48863803007994,-73.74466666651125 41.489215380618319,-73.743999999533756 41.489215380618319,-73.743666666045002 41.48863803007994,-73.743999999533756 41.488060679541562,-73.74466666651125 41.488060679541562,-73.745 41.48863803007994))"
"POLYGON ((-73.745 41.489792731156697,-73.74466666651125 41.490370081695083,-73.743999999533756 41.490370081695083,-73.743666666045002 41.489792731156697,-73.743999999533756 41.489215380618319,-73.74466666651125 41.489215380618319,-73.745 41.489792731156697))"
"POLYGON ((-73.745 41.490947432233462,-73.74466666651125 41.49152478277184,-73.743999999533756 41.49152478277184,-73.743666666045002 41.490947432233462,-73.743999999533756 41.490370081695083,-73.74466666651125 41.490370081695083,-73.745 41.490947432233462))"
"POLYGON ((-73.745 41.492102133310219,-73.74466666651125 41.492679483848597,-73.743999999533756 41.492679483848597,-73.743666666045002 41.492102133310219,-73.743999999533756 41.49152478277184,-73.74466666651125 41.49152478277184,-73.745 41.492102133310219))"
"POLYGON ((-73.745 41.493256834386983,-73.74466666651125 41.493834184925362,-73.743999999533756 41.493834184925362,-73.743666666045002 41.493256834386983,-73.743999999533756 41.492679483848597,-73.74466666651125 41.492679483848597,-73.745 41.493256834386983))"
"POLYGON ((-73.745 41.49441153546374,-73.74466666651125 41.494988886002119,-73.743999999533756 41.494988886002119,-73.743666666045002 41.49441153546374,-73.743999999533756 41.493834184925362,-73.74466666651125 41.493834184925362,-73.745 41.49441153546374))"
"POLYGON ((-73.745 41.495566236540498,-73.74466666651125 41.496143587078883,-73.743999999533756 41.496143587078883,-73.743666666045002 41.495566236540498,-73.743999999533756 41.494988886002119,-73.74466666651125 41.494988886002119,-73.745 41.495566236540498))"
"POLYGON ((-73.745 41.496720937617262,-73.74466666651125 41.49729828815564,-73.743999999533756 41.49729828815564,-73.743666666045002 41.496720937617262,-73.743999999533756 41.496143587078883,-73.74466666651125 41.496143587078883,-73.745 41.496720937617262))"
"POLYGON ((-73.745 41.497875638694019,-73.74466666651125 41.498452989232398,-73.743999999533756 41.498452989232398,-73.743666666045002 41.497875638694019,-73.743999999533756 41.49729828815564,-73.74466666651125 41.49729828815564,-73.745 41.497875638694019))"
"POLYGON ((-73.745 41.499030339770783,-73.74466666651125 41.499607690309162,-73.743999999533756 41.499607690309162,-73.743666666045002 41.499030339770783,-73.743999999533756 41.498452989232398,-73.74466666651125 41.498452989232398,-73.745 41.499030339770783))"
"POLYGON ((-73.745 41.500185040847541,-73.74466666651125 41.500762391385919,-73.743999999533756 41.500762391385919,-73.743666666045002 41.500185040847541,-73.743999999533756 41.499607690309162,-73.74466666651125 41.499607690309162,-73.745 41.500185040847541))"
"POLYGON ((-73.745 41.501339741924298,-73.74466666651125 41.501917092462683,-73.743999999533756 41.501917092462683,-73.743666666045002 41.501339741924298,-73.743999999533756 41.500762391385919,-73.74466666651125 41.500762391385919,-73.745 41.501339741924298))"
"POLYGON ((-73.745 41.502494443001062,-73.74466666651125 41.503071793539441,-73.743999999533756 41.503071793539441,-73.743666666045002 41.502494443001062,-73.743999999533756 41.501917092462683,-73.74466666651125 41.501917092462683,-73.745 41.502494443001062))"
"POLYGON ((-73.745 41.503649144077819,-73.74466666651125 41.504226494616198,-73.743999999533756 41.504226494616198,-73.743666666045002 41.503649144077819,-73.743999999533756 41.503071793539441,-73.74466666651125 41.503071793539441,-73.745 41.503649144077819))"
"POLYGON ((-73.745 41.504803845154584,-73.74466666651125 41.505381195692962,-73.743999999533756 41.505381195692962,-73.743666666045002 41.504803845154584,-73.743999999533756 41.504226494616198,-73.74466666651125 41.504226494616198,-73.745 41.504803845154584))"
"POLYGON ((-73.745 41.505958546231341,-73.74466666651125 41.506535896769719,-73.743999999533756 41.506535896769719,-73.743666666045002 41.505958546231341,-73.743999999533756 41.505381195692962,-73.74466666651125 41.505381195692962,-73.745 41.505958546231341))"
"POLYGON ((-73.745 41.507113247308098,-73.74466666651125 41.507690597846484,-73.743999999533756 41.507690597846484,-73.743666666045002 41.507113247308098,-73.743999999533756 41.506535896769719,-73.74466666651125 41.506535896769719,-73.745 41.507113247308098))"
